,學期,學校,,,學校名稱,系所代碼,系所名稱,學制,輔系人次
,,設立別 ,學校類別,學校代碼,,,,,
104,2,公立,一般大學,15,國立彰化師範大學,140221,公共事務與公民教育學系,學士班(日間),2
104,2,公立,一般大學,15,國立彰化師範大學,140301,工業教育與技術學系,博士班,0
104,2,公立,一般大學,15,國立彰化師範大學,140301,工業教育與技術學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,140301,工業教育與技術學系,學士班(日間),5
104,2,公立,一般大學,15,國立彰化師範大學,140330,運動學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,140330,運動學系,學士班(日間),2
104,2,公立,一般大學,15,國立彰化師範大學,140601,特殊教育學系,博士班,0
104,2,公立,一般大學,15,國立彰化師範大學,140601,特殊教育學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,140601,特殊教育學系,學士班(日間),54
104,2,公立,一般大學,15,國立彰化師範大學,210101,美術學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,210101,美術學系,學士班(日間),2
104,2,公立,一般大學,15,國立彰化師範大學,220101,台灣文學研究所,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,220201,國文學系,博士班,0
104,2,公立,一般大學,15,國立彰化師範大學,220201,國文學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,220201,國文學系,學士班(日間),14
104,2,公立,一般大學,15,國立彰化師範大學,220308,英語學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,220308,英語學系,學士班(日間),13
104,2,公立,一般大學,15,國立彰化師範大學,220328,兒童英語研究所,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,220501,翻譯研究所,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,220901,歷史學研究所,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,310506,輔導與諮商學系,博士班,0
104,2,公立,一般大學,15,國立彰化師範大學,310506,輔導與諮商學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,310506,輔導與諮商學系,學士班(日間),6
104,2,公立,一般大學,15,國立彰化師範大學,310601,地理學系,博士班,0
104,2,公立,一般大學,15,國立彰化師範大學,310601,地理學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,310601,地理學系,學士班(日間),7
104,2,公立,一般大學,15,國立彰化師範大學,340201,會計學系,學士班(日間),4
104,2,公立,一般大學,15,國立彰化師範大學,340301,企業管理學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,340301,企業管理學系,學士班(日間),8
104,2,公立,一般大學,15,國立彰化師範大學,340528,財務金融技術學系,博士班,0
104,2,公立,一般大學,15,國立彰化師範大學,340528,財務金融技術學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,340528,財務金融技術學系,學士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,349919,人力資源管理研究所,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,420101,生物學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,420101,生物學系,學士班(日間),2
104,2,公立,一般大學,15,國立彰化師範大學,440101,化學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,440101,化學系,學士班(日間),1
104,2,公立,一般大學,15,國立彰化師範大學,440301,物理學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,440301,物理學系,學士班(日間),2
104,2,公立,一般大學,15,國立彰化師範大學,460101,數學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,460101,數學系,學士班(日間),5
104,2,公立,一般大學,15,國立彰化師範大學,460201,統計資訊研究所,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,480109,資訊管理學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,480109,資訊管理學系,學士班(日間),6
104,2,公立,一般大學,15,國立彰化師範大學,520101,電機工程學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,520101,電機工程學系,學士班(日間),1
104,2,公立,一般大學,15,國立彰化師範大學,520103,電子工程學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,520103,電子工程學系,學士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,520114,資訊工程學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,520114,資訊工程學系,學士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,520226,機電工程學系,碩士班(日間),0
104,2,公立,一般大學,15,國立彰化師範大學,520226,機電工程學系,學士班(日間),2
104,2,公立,一般大學,15,國立彰化師範大學,810405,運動健康研究所,碩士班(日間),0
104,2,公立,一般大學,16,國立陽明大學,,生技醫療經營管理碩士在職學位學程,碩士在職專班,0
104,2,公立,一般大學,16,國立陽明大學,420103,生命科學系暨基因體科學研究所,學士班(日間),0
104,2,公立,一般大學,16,國立陽明大學,420502,生化暨分子生物研究所,碩士班(日間),0
104,2,公立,一般大學,16,國立陽明大學,420606,生物醫學資訊研究所,碩士班(日間),0
104,2,公立,一般大學,16,國立陽明大學,521108,生物醫學工程學系,碩士班(日間),0
104,2,公立,一般大學,16,國立陽明大學,521108,生物醫學工程學系,學士班(日間),2
104,2,公立,一般大學,16,國立陽明大學,720101,醫學系,學士班(日間),0
104,2,公立,一般大學,16,國立陽明大學,720111,神經科學研究所,碩士班(日間),0
104,2,公立,一般大學,16,國立陽明大學,720205,衛生福利研究所,碩士班(日間),0
104,2,公立,一般大學,16,國立陽明大學,720411,物理治療暨輔助科技學系,學士班(日間),0
104,2,公立,一般大學,16,國立陽明大學,720601,護理學系,碩士在職專班,0
104,2,公立,一般大學,16,國立陽明大學,720601,護理學系,學士班(日間),0
104,2,公立,一般大學,16,國立陽明大學,720705,醫學生物技術暨檢驗學系,學士班(日間),0
104,2,公立,一般大學,16,國立陽明大學,720712,生物醫學影像暨放射科學系,學士班(日間),13
104,2,公立,一般大學,16,國立陽明大學,720801,牙醫學系,學士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,220201,中國文學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,220201,中國文學系,學士班(日間),20
104,2,公立,一般大學,17,國立臺北大學,220303,應用外語學系,學士班(日間),42
104,2,公立,一般大學,17,國立臺北大學,220901,歷史學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,220901,歷史學系,學士班(日間),34
104,2,公立,一般大學,17,國立臺北大學,229919,民俗藝術與文化資產研究所,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,310101,經濟學系,博士班,0
104,2,公立,一般大學,17,國立臺北大學,310101,經濟學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,310101,經濟學系,學士班(日間),30
104,2,公立,一般大學,17,國立臺北大學,310101,經濟學系,學士班(進修),0
104,2,公立,一般大學,17,國立臺北大學,310301,社會學系,碩士在職專班,0
104,2,公立,一般大學,17,國立臺北大學,310301,社會學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,310301,社會學系,學士班(日間),17
104,2,公立,一般大學,17,國立臺北大學,310802,公共行政暨政策學系,博士班,0
104,2,公立,一般大學,17,國立臺北大學,310802,公共行政暨政策學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,310802,公共行政暨政策學系,學士班(日間),57
104,2,公立,一般大學,17,國立臺北大學,310802,公共行政暨政策學系,學士班(進修),5
104,2,公立,一般大學,17,國立臺北大學,311007,犯罪學研究所,碩士在職專班,0
104,2,公立,一般大學,17,國立臺北大學,311007,犯罪學研究所,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,340201,會計學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,340201,會計學系,學士班(日間),15
104,2,公立,一般大學,17,國立臺北大學,340301,企業管理學系,博士班,0
104,2,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,340301,企業管理學系,學士班(日間),25
104,2,公立,一般大學,17,國立臺北大學,340301,企業管理學系,學士班(進修),1
104,2,公立,一般大學,17,國立臺北大學,340307,國際企業研究所,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,340518,金融與合作經營學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,340518,金融與合作經營學系,學士班(日間),8
104,2,公立,一般大學,17,國立臺北大學,340518,金融與合作經營學系,學士班(進修),1
104,2,公立,一般大學,17,國立臺北大學,340701,財政學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,340701,財政學系,學士班(日間),9
104,2,公立,一般大學,17,國立臺北大學,340701,財政學系,學士班(進修),0
104,2,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,博士班,0
104,2,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,學士班(日間),28
104,2,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,學士班(進修),4
104,2,公立,一般大學,17,國立臺北大學,349958,商學院數位行銷進修學士學位學程,學士班(進修),0
104,2,公立,一般大學,17,國立臺北大學,380101,法律學系,博士班,0
104,2,公立,一般大學,17,國立臺北大學,380101,法律學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,380101,法律學系,學士班(日間),23
104,2,公立,一般大學,17,國立臺北大學,380101,法律學系,學士班(進修),3
104,2,公立,一般大學,17,國立臺北大學,460201,統計學系,碩士在職專班,0
104,2,公立,一般大學,17,國立臺北大學,460201,統計學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,460201,統計學系,學士班(日間),5
104,2,公立,一般大學,17,國立臺北大學,460201,統計學系,學士班(進修),0
104,2,公立,一般大學,17,國立臺北大學,480109,資訊管理研究所,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,520101,電機工程學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,520101,電機工程學系,學士班(日間),1
104,2,公立,一般大學,17,國立臺北大學,520114,資訊工程學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,520114,資訊工程學系,學士班(日間),6
104,2,公立,一般大學,17,國立臺北大學,520126,通訊工程學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,520126,通訊工程學系,學士班(日間),2
104,2,公立,一般大學,17,國立臺北大學,520188,多媒體與網路科技產業碩士專班,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,580301,都市計劃研究所,博士班,0
104,2,公立,一般大學,17,國立臺北大學,580301,都市計劃研究所,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,760301,社會工作學系,碩士班(日間),0
104,2,公立,一般大學,17,國立臺北大學,760301,社會工作學系,學士班(日間),14
104,2,公立,一般大學,17,國立臺北大學,760301,社會工作學系,學士班(進修),4
104,2,公立,一般大學,17,國立臺北大學,810504,休閒運動管理學系,學士班(日間),7
104,2,公立,一般大學,17,國立臺北大學,850104,自然資源與環境管理研究所,博士班,0
104,2,公立,一般大學,17,國立臺北大學,850104,自然資源與環境管理研究所,碩士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,140101,教育學系,博士班,0
104,2,公立,一般大學,18,國立嘉義大學,140101,教育學系,碩士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,140101,教育學系,學士班(日間),14
104,2,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,碩士在職專班,0
104,2,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,學士班(日間),2
104,2,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系,碩士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系,學士班(日間),3
104,2,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,學士班(日間),14
104,2,公立,一般大學,18,國立嘉義大學,210401,音樂學系,碩士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,210401,音樂學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,碩士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,220201,中國文學系,碩士在職專班,0
104,2,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(日間),2
104,2,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,碩士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,學士班(日間),16
104,2,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系,碩士在職專班,0
104,2,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系,碩士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系,學士班(日間),1
104,2,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,碩士在職專班,0
104,2,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,碩士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,學士班(日間),1
104,2,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(日間),2
104,2,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(進修),1
104,2,公立,一般大學,18,國立嘉義大學,340828,行銷與觀光管理學系,學士班(日間),1
104,2,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(日間),5
104,2,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(進修),0
104,2,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系,學士班(日間),1
104,2,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(日間),1
104,2,公立,一般大學,18,國立嘉義大學,420310,生化科技學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系,學士班(日間),1
104,2,公立,一般大學,18,國立嘉義大學,440102,應用化學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,440303,電子物理學系,學士班(日間),1
104,2,公立,一般大學,18,國立嘉義大學,460102,應用數學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,480109,資訊管理學系,碩士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,480109,資訊管理學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,學士班(進修),0
104,2,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,學士班(日間),3
104,2,公立,一般大學,18,國立嘉義大學,520255,機械與能源工程學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,580203,景觀學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,620102,農藝學系,學士班(日間),1
104,2,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(日間),1
104,2,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(進修),0
104,2,公立,一般大學,18,國立嘉義大學,620301,園藝學系,碩士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,620301,園藝學系,學士班(日間),2
104,2,公立,一般大學,18,國立嘉義大學,620301,園藝學系,學士班(進修),0
104,2,公立,一般大學,18,國立嘉義大學,620601,食品科學系,學士班(日間),1
104,2,公立,一般大學,18,國立嘉義大學,620601,食品科學系,學士班(進修),0
104,2,公立,一般大學,18,國立嘉義大學,620901,生物農業科技學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,碩士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,學士班(日間),2
104,2,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系,學士班(日間),3
104,2,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系,學士班(進修),0
104,2,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,碩士在職專班,0
104,2,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,碩士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,學士班(日間),0
104,2,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,學士班(進修),0
104,2,公立,一般大學,19,國立高雄大學,220306,西洋語文學系,學士班(日間),12
104,2,公立,一般大學,19,國立高雄大學,220335,東亞語文學系,學士班(日間),3
104,2,公立,一般大學,19,國立高雄大學,239903,創意設計與建築學系,碩士在職專班,0
104,2,公立,一般大學,19,國立高雄大學,239903,創意設計與建築學系,碩士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,239903,創意設計與建築學系,學士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,310102,應用經濟學系,學士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,340303,經營管理研究所,碩士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,340313,亞太工商管理學系,學士班(日間),1
104,2,公立,一般大學,19,國立高雄大學,340508,金融管理學系,學士班(日間),1
104,2,公立,一般大學,19,國立高雄大學,380101,法律學系,學士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,380201,財經法律學系,碩士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,380201,財經法律學系,學士班(日間),1
104,2,公立,一般大學,19,國立高雄大學,380201,財經法律學系,學士班(進修),0
104,2,公立,一般大學,19,國立高雄大學,389901,政治法律學系,學士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,389901,政治法律學系,學士班(進修),0
104,2,公立,一般大學,19,國立高雄大學,420103,生命科學系,碩士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,420103,生命科學系,學士班(日間),1
104,2,公立,一般大學,19,國立高雄大學,440102,應用化學系,碩士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,440102,應用化學系,學士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,440302,應用物理學系,學士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,460102,應用數學系,碩士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,460102,應用數學系,學士班(日間),2
104,2,公立,一般大學,19,國立高雄大學,480109,資訊管理學系,學士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,520101,電機工程學系,碩士在職專班,0
104,2,公立,一般大學,19,國立高雄大學,520101,電機工程學系,碩士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,520101,電機工程學系,學士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,520114,資訊工程學系,碩士在職專班,0
104,2,公立,一般大學,19,國立高雄大學,520114,資訊工程學系,碩士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,520114,資訊工程學系,學士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,520306,土木與環境工程學系,碩士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,520306,土木與環境工程學系,學士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,520403,化學工程及材料工程學系,碩士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,520403,化學工程及材料工程學系,學士班(日間),0
104,2,公立,一般大學,19,國立高雄大學,810302,運動競技學系,學士班(日間),2
104,2,公立,一般大學,19,國立高雄大學,810502,運動健康與休閒學系,學士班(日間),2
104,2,公立,一般大學,20,國立東華大學,140120,課程設計與潛能開發學系,博士班,0
104,2,公立,一般大學,20,國立東華大學,140120,課程設計與潛能開發學系,碩士在職專班,0
104,2,公立,一般大學,20,國立東華大學,140120,課程設計與潛能開發學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,140120,課程設計與潛能開發學系,學士班(日間),99
104,2,公立,一般大學,20,國立東華大學,140329,體育與運動科學系,碩士在職專班,0
104,2,公立,一般大學,20,國立東華大學,140329,體育與運動科學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,140329,體育與運動科學系,學士班(日間),59
104,2,公立,一般大學,20,國立東華大學,140401,幼兒教育學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,140401,幼兒教育學系,學士班(日間),8
104,2,公立,一般大學,20,國立東華大學,140601,特殊教育學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,140601,特殊教育學系,學士班(日間),12
104,2,公立,一般大學,20,國立東華大學,140710,教育行政與管理學系,碩士在職專班,0
104,2,公立,一般大學,20,國立東華大學,140710,教育行政與管理學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,140710,教育行政與管理學系,學士班(日間),72
104,2,公立,一般大學,20,國立東華大學,210401,音樂學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,210401,音樂學系,學士班(日間),0
104,2,公立,一般大學,20,國立東華大學,210709,藝術與設計學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,210709,藝術與設計學系,學士班(日間),5
104,2,公立,一般大學,20,國立東華大學,210716,藝術創意產業學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,210716,藝術創意產業學系,學士班(日間),77
104,2,公立,一般大學,20,國立東華大學,220201,中國語文學系,博士班,0
104,2,公立,一般大學,20,國立東華大學,220201,中國語文學系,碩士在職專班,0
104,2,公立,一般大學,20,國立東華大學,220201,中國語文學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,220201,中國語文學系,學士班(日間),28
104,2,公立,一般大學,20,國立東華大學,220211,華文文學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,220211,華文文學系,學士班(日間),111
104,2,公立,一般大學,20,國立東華大學,220310,英美語文學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,220310,英美語文學系,學士班(日間),38
104,2,公立,一般大學,20,國立東華大學,220708,民族語言與傳播學系,學士班(日間),67
104,2,公立,一般大學,20,國立東華大學,220901,歷史學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,220901,歷史學系,學士班(日間),58
104,2,公立,一般大學,20,國立東華大學,310101,經濟學系,博士班,0
104,2,公立,一般大學,20,國立東華大學,310101,經濟學系,學士班(日間),75
104,2,公立,一般大學,20,國立東華大學,310301,社會學系,學士班(日間),49
104,2,公立,一般大學,20,國立東華大學,310402,民族事務與發展學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,310402,民族事務與發展學系,學士班(日間),28
104,2,公立,一般大學,20,國立東華大學,310404,族群關係與文化學系,碩士在職專班,0
104,2,公立,一般大學,20,國立東華大學,310404,族群關係與文化學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,310404,族群關係與文化學系,學士班(日間),71
104,2,公立,一般大學,20,國立東華大學,310518,諮商與臨床心理學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,310518,諮商與臨床心理學系,學士班(日間),10
104,2,公立,一般大學,20,國立東華大學,310720,臺灣文化學系,碩士在職專班,0
104,2,公立,一般大學,20,國立東華大學,310720,臺灣文化學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,310720,臺灣文化學系,學士班(日間),53
104,2,公立,一般大學,20,國立東華大學,310801,公共行政學系,碩士在職專班,0
104,2,公立,一般大學,20,國立東華大學,310801,公共行政學系,學士班(日間),14
104,2,公立,一般大學,20,國立東華大學,340201,會計學系,學士班(日間),37
104,2,公立,一般大學,20,國立東華大學,340301,企業管理學系,博士班,0
104,2,公立,一般大學,20,國立東華大學,340301,企業管理學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,340301,企業管理學系,學士班(日間),64
104,2,公立,一般大學,20,國立東華大學,340307,國際企業學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,340307,國際企業學系,學士班(日間),75
104,2,公立,一般大學,20,國立東華大學,340501,財務金融學系,學士班(日間),31
104,2,公立,一般大學,20,國立東華大學,349979,管理學院管理科學與財金國際學士學位學程,學士班(日間),9
104,2,公立,一般大學,20,國立東華大學,380101,法律學士學位學程,學士班(日間),4
104,2,公立,一般大學,20,國立東華大學,420103,生命科學系,博士班,0
104,2,公立,一般大學,20,國立東華大學,420103,生命科學系,學士班(日間),12
104,2,公立,一般大學,20,國立東華大學,440101,化學系,博士班,0
104,2,公立,一般大學,20,國立東華大學,440101,化學系,學士班(日間),2
104,2,公立,一般大學,20,國立東華大學,440301,物理學系,博士班,0
104,2,公立,一般大學,20,國立東華大學,440301,物理學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,440301,物理學系,學士班(日間),9
104,2,公立,一般大學,20,國立東華大學,460102,應用數學系,博士班,0
104,2,公立,一般大學,20,國立東華大學,460102,應用數學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,460102,應用數學系,學士班(日間),15
104,2,公立,一般大學,20,國立東華大學,480109,資訊管理碩士學位學程,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,480109,資訊管理學系,學士班(日間),15
104,2,公立,一般大學,20,國立東華大學,520101,電機工程學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,520101,電機工程學系,學士班(日間),4
104,2,公立,一般大學,20,國立東華大學,520106,光電工程學系,學士班(日間),5
104,2,公立,一般大學,20,國立東華大學,520114,資訊工程學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,520114,資訊工程學系,學士班(日間),8
104,2,公立,一般大學,20,國立東華大學,520502,材料科學與工程學系,學士班(日間),0
104,2,公立,一般大學,20,國立東華大學,769901,民族社會工作學士學位學程,學士班(日間),11
104,2,公立,一般大學,20,國立東華大學,810201,觀光暨休閒遊憩學系,學士班(日間),100
104,2,公立,一般大學,20,國立東華大學,850104,自然資源與環境學系,博士班,0
104,2,公立,一般大學,20,國立東華大學,850104,自然資源與環境學系,碩士班(日間),0
104,2,公立,一般大學,20,國立東華大學,850104,自然資源與環境學系,學士班(日間),82
104,2,公立,一般大學,21,國立暨南國際大學,140121,國際文教與比較教育學系,博士班,0
104,2,公立,一般大學,21,國立暨南國際大學,140121,國際文教與比較教育學系,碩士班(日間),0
104,2,公立,一般大學,21,國立暨南國際大學,140121,國際文教與比較教育學系,學士班(日間),24
104,2,公立,一般大學,21,國立暨南國際大學,140124,諮商心理與人力資源發展學系,博士班,0
104,2,公立,一般大學,21,國立暨南國際大學,140124,諮商心理與人力資源發展學系,碩士班(日間),0
104,2,公立,一般大學,21,國立暨南國際大學,140124,諮商心理與人力資源發展學系,學士班(日間),0
104,2,公立,一般大學,21,國立暨南國際大學,140203,華語文教學碩士學位學程,碩士班(日間),0
104,2,公立,一般大學,21,國立暨南國際大學,140704,教育政策與行政學系,碩士班(日間),0
104,2,公立,一般大學,21,國立暨南國際大學,140704,教育政策與行政學系,學士班(日間),34
104,2,公立,一般大學,21,國立暨南國際大學,140809,課程教學與科技研究所,碩士班(日間),0
104,2,公立,一般大學,21,國立暨南國際大學,220201,中國語文學系,碩士班(日間),0
104,2,公立,一般大學,21,國立暨南國際大學,220201,中國語文學系,學士班(日間),7
104,2,公立,一般大學,21,國立暨南國際大學,220301,外國語文學系,碩士班(日間),0
104,2,公立,一般大學,21,國立暨南國際大學,220301,外國語文學系,學士班(日間),25
104,2,公立,一般大學,21,國立暨南國際大學,220901,歷史學系,博士班,0
104,2,公立,一般大學,21,國立暨南國際大學,220901,歷史學系,碩士班(日間),0
104,2,公立,一般大學,21,國立暨南國際大學,220901,歷史學系,學士班(日間),20
104,2,公立,一般大學,21,國立暨南國際大學,310101,經濟學系,學士班(日間),0
104,2,公立,一般大學,21,國立暨南國際大學,310312,原鄉發展跨領域學士學位學程原住民族專班,學士班(日間),0
104,2,公立,一般大學,21,國立暨南國際大學,310704,東南亞學系,博士班,0
104,2,公立,一般大學,21,國立暨南國際大學,310704,東南亞學系,碩士班(日間),0
104,2,公立,一般大學,21,國立暨南國際大學,310704,東南亞學系,學士班(日間),15
104,2,公立,一般大學,21,國立暨南國際大學,310802,公共行政與政策學系,碩士在職專班,0
